时间_s,烘房温度_C,烘房水分浓度_kg_kg
894,35.4858,0.026552
895,35.49216666666667,0.02656
896,35.498533333333334,0.026567999999999998
897,35.5049,0.026576
898,35.51126666666667,0.026584
899,35.517633333333336,0.026591999999999998
900,35.524,0.0266
901,35.53345,0.0266045
902,35.5429,0.026608999999999997
903,35.552350000000004,0.0266135
904,35.5618,0.026618
905,35.57125,0.0266225
906,35.5807,0.026626999999999998
907,35.59015,0.0266315
908,35.5996,0.026636
909,35.60905,0.026640499999999998
910,35.6185,0.026645
911,35.62795,0.0266495
912,35.6374,0.026654
913,35.64685,0.026658499999999998
914,35.6563,0.026663
915,35.66575,0.0266675
916,35.675200000000004,0.026671999999999998
917,35.68465,0.0266765
918,35.6941,0.026681
919,35.70355,0.0266855
920,35.713,0.02669
921,35.72245,0.0266945
922,35.7319,0.026699
923,35.741350000000004,0.026703499999999998
924,35.7508,0.026708
925,35.76025,0.0267125
926,35.7697,0.026717
927,35.77915,0.0267215
928,35.7886,0.026726
929,35.79805,0.0267305
930,35.807500000000005,0.026735000000000002
931,35.81695,0.0267395
932,35.8264,0.026744
933,35.83585,0.0267485
934,35.8453,0.026753
935,35.85475,0.0267575
936,35.864200000000004,0.026762
937,35.87365,0.026766500000000002
938,35.8831,0.026771
939,35.89255,0.0267755
940,35.902,0.02678
941,35.91145,0.0267845
942,35.9209,0.026789
943,35.930350000000004,0.0267935
944,35.9398,0.026798000000000002
945,35.94925,0.0268025
946,35.9587,0.026807
947,35.96815,0.026811500000000002
948,35.9776,0.026816
949,35.98705,0.0268205
950,35.996500000000005,0.026825
951,36.00595,0.026829500000000003
952,36.0154,0.026834
953,36.02485,0.0268385
954,36.0343,0.026843000000000002
955,36.04375,0.0268475
956,36.053200000000004,0.026852
957,36.06265,0.026856500000000002
958,36.0721,0.026861000000000003
959,36.08155,0.0268655
960,36.091,0.02687
961,36.09538333333334,0.026877500000000002
962,36.09976666666667,0.026885000000000003
963,36.104150000000004,0.0268925
964,36.108533333333334,0.0269
965,36.11291666666667,0.0269075
966,36.1173,0.026915
967,36.12168333333334,0.026922500000000002
968,36.12606666666667,0.026930000000000003
969,36.13045,0.026937500000000003
970,36.13483333333333,0.026945
971,36.13921666666667,0.0269525
972,36.1436,0.02696
973,36.147983333333336,0.026967500000000002
974,36.152366666666666,0.026975000000000002
975,36.15675,0.0269825
976,36.16113333333333,0.02699
977,36.16551666666667,0.0269975
978,36.1699,0.027005
979,36.174283333333335,0.027012500000000002
980,36.178666666666665,0.027020000000000002
981,36.18305,0.027027500000000003
982,36.18743333333333,0.027035
983,36.19181666666667,0.0270425
984,36.1962,0.02705
985,36.200583333333334,0.0270575
986,36.204966666666664,0.027065000000000002
987,36.20935,0.0270725
988,36.21373333333333,0.02708
989,36.21811666666667,0.0270875
990,36.2225,0.027095
991,36.22688333333333,0.0271025
992,36.23126666666667,0.027110000000000002
993,36.23565,0.027117500000000003
994,36.240033333333336,0.027125
995,36.244416666666666,0.0271325
996,36.2488,0.02714
997,36.25318333333333,0.0271475
998,36.25756666666667,0.027155000000000002
999,36.26195,0.0271625
1000,36.266333333333336,0.02717
1001,36.270716666666665,0.0271775
1002,36.2751,0.027185
1003,36.27948333333333,0.0271925
1004,36.28386666666667,0.027200000000000002
1005,36.28825,0.027207500000000003
1006,36.292633333333335,0.027215
1007,36.297016666666664,0.0272225
1008,36.3014,0.02723
1009,36.30578333333333,0.0272375
1010,36.31016666666667,0.027245000000000002
1011,36.31455,0.0272525
1012,36.318933333333334,0.02726
1013,36.32331666666666,0.0272675
1014,36.3277,0.027275
1015,36.33208333333333,0.0272825
1016,36.33646666666667,0.027290000000000002
1017,36.340849999999996,0.027297500000000002
1018,36.34523333333333,0.027305
1019,36.34961666666666,0.0273125
1020,36.354,0.02732
1021,36.36588333333333,0.027330166666666666
1022,36.377766666666666,0.027340333333333335
1023,36.389649999999996,0.0273505
1024,36.40153333333333,0.02736066666666667
1025,36.41341666666666,0.027370833333333334
1026,36.4253,0.027381
1027,36.43718333333333,0.027391166666666668
1028,36.44906666666667,0.027401333333333333
1029,36.46095,0.027411500000000002
1030,36.472833333333334,0.027421666666666667
1031,36.484716666666664,0.027431833333333332
1032,36.4966,0.027442
1033,36.50848333333333,0.027452166666666666
1034,36.52036666666667,0.027462333333333335
1035,36.53225,0.0274725
1036,36.544133333333335,0.027482666666666666
1037,36.556016666666665,0.027492833333333334
1038,36.5679,0.027503
1039,36.57978333333333,0.02751316666666667
1040,36.59166666666667,0.027523333333333334
1041,36.60355,0.0275335
1042,36.615433333333335,0.027543666666666668
1043,36.627316666666665,0.027553833333333333
1044,36.6392,0.027564
1045,36.65108333333333,0.027574166666666667
1046,36.66296666666667,0.027584333333333332
1047,36.67485,0.0275945
1048,36.686733333333336,0.027604666666666666
1049,36.698616666666666,0.027614833333333335
1050,36.710499999999996,0.027625
1051,36.72238333333333,0.027635166666666666
1052,36.73426666666666,0.027645333333333334
1053,36.74615,0.0276555
1054,36.75803333333333,0.02766566666666667
1055,36.76991666666667,0.027675833333333334
1056,36.7818,0.027686
1057,36.793683333333334,0.027696166666666668
1058,36.805566666666664,0.027706333333333333
1059,36.81745,0.0277165
1060,36.82933333333333,0.027726666666666667
1061,36.84121666666667,0.027736833333333332
1062,36.8531,0.027747
1063,36.864983333333335,0.027757166666666666
1064,36.876866666666665,0.027767333333333335
1065,36.88875,0.0277775
1066,36.90063333333333,0.027787666666666665
1067,36.91251666666667,0.027797833333333334
1068,36.9244,0.027808
1069,36.936283333333336,0.027818166666666668
1070,36.948166666666665,0.027828333333333333
1071,36.96005,0.0278385
1072,36.97193333333333,0.027848666666666667
1073,36.98381666666667,0.027858833333333333
1074,36.9957,0.027869
1075,37.007583333333336,0.027879166666666667
1076,37.019466666666666,0.027889333333333332
1077,37.03135,0.0278995
1078,37.04323333333333,0.027909666666666666
1079,37.05511666666667,0.027919833333333335
1080,37.067,0.02793
1081,37.07286666666667,0.0279355
1082,37.07873333333333,0.027941
1083,37.0846,0.0279465
1084,37.090466666666664,0.027952
1085,37.096333333333334,0.0279575
1086,37.102199999999996,0.027963000000000002
1087,37.108066666666666,0.0279685
1088,37.113933333333335,0.027974
1089,37.1198,0.0279795
1090,37.12566666666667,0.027985
1091,37.13153333333333,0.0279905
1092,37.1374,0.027996
1093,37.14326666666667,0.0280015
1094,37.14913333333333,0.028007
1095,37.155,0.0280125
1096,37.160866666666664,0.028018
1097,37.16673333333333,0.0280235
1098,37.1726,0.028029
1099,37.178466666666665,0.0280345
1100,37.184333333333335,0.02804
1101,37.1902,0.0280455
1102,37.19606666666667,0.028051
1103,37.20193333333333,0.0280565
1104,37.2078,0.028062
1105,37.21366666666667,0.0280675
1106,37.21953333333333,0.028073
1107,37.2254,0.0280785
1108,37.23126666666666,0.028084
1109,37.23713333333333,0.0280895
1110,37.242999999999995,0.028095000000000002
1111,37.248866666666665,0.0281005
1112,37.254733333333334,0.028106
1113,37.2606,0.0281115
1114,37.266466666666666,0.028117
1115,37.27233333333333,0.0281225
1116,37.2782,0.028128
1117,37.28406666666667,0.0281335
1118,37.28993333333333,0.028139
1119,37.2958,0.0281445
1120,37.30166666666666,0.02815
1121,37.30753333333333,0.0281555
1122,37.3134,0.028161
1123,37.319266666666664,0.0281665
1124,37.32513333333333,0.028172
1125,37.330999999999996,0.0281775
1126,37.336866666666666,0.028183
1127,37.34273333333333,0.028188500000000002
1128,37.3486,0.028194
1129,37.35446666666667,0.0281995
1130,37.36033333333333,0.028205
1131,37.3662,0.0282105
1132,37.37206666666666,0.028216
1133,37.37793333333333,0.0282215
1134,37.383799999999994,0.028227000000000002
1135,37.38966666666666,0.0282325
1136,37.39553333333333,0.028238
1137,37.401399999999995,0.0282435
1138,37.407266666666665,0.028249
1139,37.41313333333333,0.028254500000000002
1140,37.419,0.02826
1141,37.426716666666664,0.028270833333333335
1142,37.43443333333333,0.028281666666666667
1143,37.44215,0.0282925
1144,37.449866666666665,0.028303333333333333
1145,37.45758333333333,0.028314166666666668
1146,37.4653,0.028325
1147,37.473016666666666,0.028335833333333334
1148,37.48073333333333,0.028346666666666666
1149,37.48845,0.0283575
1150,37.49616666666667,0.028368333333333336
1151,37.50388333333333,0.028379166666666667
1152,37.511599999999994,0.028390000000000002
1153,37.51931666666666,0.028400833333333333
1154,37.52703333333333,0.02841166666666667
1155,37.534749999999995,0.0284225
1156,37.54246666666666,0.028433333333333335
1157,37.55018333333333,0.028444166666666666
1158,37.5579,0.028455
1159,37.56561666666666,0.028465833333333333
1160,37.57333333333333,0.028476666666666667
1161,37.58105,0.028487500000000002
1162,37.588766666666665,0.028498333333333334
1163,37.59648333333333,0.02850916666666667
1164,37.6042,0.02852
1165,37.611916666666666,0.028530833333333335
1166,37.61963333333333,0.028541666666666667
1167,37.62735,0.0285525
1168,37.63506666666667,0.028563333333333333
1169,37.642783333333334,0.028574166666666668
1170,37.650499999999994,0.028585
1171,37.65821666666666,0.028595833333333334
1172,37.66593333333333,0.02860666666666667
1173,37.673649999999995,0.0286175
1174,37.68136666666666,0.028628333333333335
1175,37.68908333333333,0.028639166666666667
1176,37.696799999999996,0.028650000000000002
1177,37.70451666666666,0.028660833333333333
1178,37.71223333333333,0.028671666666666668
1179,37.71995,0.0286825
1180,37.727666666666664,0.028693333333333335
1181,37.73538333333333,0.02870416666666667
1182,37.7431,0.028715
1183,37.750816666666665,0.028725833333333336
1184,37.75853333333333,0.028736666666666667
1185,37.76625,0.028747500000000002
1186,37.77396666666667,0.028758333333333334
1187,37.78168333333333,0.02876916666666667
1188,37.7894,0.02878
1189,37.79711666666667,0.028790833333333335
1190,37.804833333333335,0.02880166666666667
1191,37.812549999999995,0.0288125
1192,37.82026666666666,0.028823333333333336
1193,37.82798333333333,0.028834166666666668
1194,37.835699999999996,0.028845000000000003
1195,37.84341666666666,0.028855833333333334
1196,37.85113333333333,0.02886666666666667
1197,37.85885,0.0288775
1198,37.866566666666664,0.028888333333333335
1199,37.87428333333333,0.028899166666666667
1200,37.882,0.02891
1201,37.886199999999995,0.028915000000000003
1202,37.8904,0.02892
1203,37.8946,0.028925000000000003
1204,37.8988,0.02893
1205,37.903,0.028935000000000002
1206,37.907199999999996,0.02894
1207,37.9114,0.028945000000000002
1208,37.9156,0.02895
1209,37.919799999999995,0.028955
1210,37.924,0.02896
1211,37.9282,0.028965
1212,37.9324,0.028970000000000003
1213,37.9366,0.028975
1214,37.940799999999996,0.028980000000000002
1215,37.945,0.028985
1216,37.9492,0.028990000000000002
1217,37.9534,0.028995
1218,37.9576,0.029
1219,37.9618,0.029005
1220,37.966,0.02901
1221,37.9702,0.029015000000000003
1222,37.974399999999996,0.02902
1223,37.9786,0.029025000000000002
1224,37.9828,0.02903
1225,37.987,0.029035000000000002
1226,37.9912,0.02904
1227,37.9954,0.029045
1228,37.9996,0.02905
1229,38.0038,0.029055
1230,38.007999999999996,0.029060000000000002
1231,38.0122,0.029065
1232,38.0164,0.029070000000000002
1233,38.0206,0.029075
1234,38.0248,0.02908
1235,38.028999999999996,0.029085
1236,38.0332,0.02909
1237,38.0374,0.029095
1238,38.0416,0.0291
1239,38.0458,0.029105
1240,38.05,0.02911
1241,38.0542,0.029115000000000002
1242,38.0584,0.02912
1243,38.062599999999996,0.029125
1244,38.0668,0.02913
1245,38.071,0.029135
1246,38.0752,0.02914
1247,38.0794,0.029145
1248,38.0836,0.02915
1249,38.0878,0.029155
1250,38.092,0.02916
1251,38.0962,0.029165
1252,38.1004,0.02917
1253,38.1046,0.029175
1254,38.1088,0.02918
1255,38.113,0.029185
1256,38.1172,0.02919
1257,38.1214,0.029195
1258,38.1256,0.0292
1259,38.1298,0.029205
1260,38.134,0.02921
1261,38.14455,0.029216666666666665
1262,38.1551,0.029223333333333334
1263,38.16565,0.02923
1264,38.1762,0.029236666666666668
1265,38.18675,0.029243333333333333
1266,38.1973,0.029249999999999998
1267,38.20785,0.029256666666666667
1268,38.2184,0.029263333333333332
1269,38.22895,0.02927
1270,38.2395,0.029276666666666666
1271,38.25005,0.029283333333333335
1272,38.260600000000004,0.02929
1273,38.27115,0.029296666666666665
1274,38.2817,0.029303333333333334
1275,38.29225,0.02931
1276,38.3028,0.029316666666666668
1277,38.31335,0.029323333333333333
1278,38.3239,0.029330000000000002
1279,38.334450000000004,0.029336666666666667
1280,38.345,0.029343333333333332
1281,38.35555,0.02935
1282,38.3661,0.029356666666666666
1283,38.37665,0.029363333333333335
1284,38.3872,0.02937
1285,38.39775,0.029376666666666666
1286,38.408300000000004,0.029383333333333334
1287,38.41885,0.02939
1288,38.4294,0.029396666666666668
1289,38.43995,0.029403333333333333
1290,38.450500000000005,0.02941
1291,38.46105,0.029416666666666667
1292,38.4716,0.029423333333333333
1293,38.482150000000004,0.02943
1294,38.4927,0.029436666666666667
1295,38.50325,0.029443333333333335
1296,38.5138,0.02945
1297,38.524350000000005,0.029456666666666666
1298,38.5349,0.029463333333333334
1299,38.54545,0.02947
1300,38.556000000000004,0.02947666666666667
1301,38.56655,0.029483333333333334
1302,38.5771,0.029490000000000002
1303,38.587650000000004,0.029496666666666668
1304,38.598200000000006,0.029503333333333333
1305,38.60875,0.02951
1306,38.6193,0.029516666666666667
1307,38.629850000000005,0.029523333333333335
1308,38.6404,0.02953
1309,38.65095,0.029536666666666666
1310,38.661500000000004,0.029543333333333335
1311,38.672050000000006,0.02955
1312,38.6826,0.02955666666666667
1313,38.69315,0.029563333333333334
1314,38.703700000000005,0.02957
1315,38.71425,0.029576666666666668
1316,38.7248,0.029583333333333333
1317,38.735350000000004,0.02959
1318,38.745900000000006,0.029596666666666667
1319,38.75645,0.029603333333333336
1320,38.767,0.02961
1321,38.77296666666667,0.029621333333333333
1322,38.778933333333335,0.029632666666666668
1323,38.7849,0.029644
1324,38.790866666666666,0.029655333333333336
1325,38.79683333333334,0.029666666666666668
1326,38.802800000000005,0.029678
1327,38.80876666666667,0.029689333333333335
1328,38.814733333333336,0.029700666666666667
1329,38.8207,0.029712000000000002
1330,38.82666666666667,0.029723333333333334
1331,38.832633333333334,0.029734666666666666
1332,38.8386,0.029746
1333,38.84456666666667,0.029757333333333334
1334,38.85053333333334,0.02976866666666667
1335,38.856500000000004,0.02978
1336,38.86246666666667,0.029791333333333333
1337,38.868433333333336,0.02980266666666667
1338,38.8744,0.029814
1339,38.88036666666667,0.029825333333333336
1340,38.88633333333333,0.029836666666666668
1341,38.8923,0.029848
1342,38.89826666666667,0.029859333333333335
1343,38.90423333333334,0.029870666666666667
1344,38.9102,0.029882000000000002
1345,38.91616666666667,0.029893333333333334
1346,38.922133333333335,0.029904666666666666
1347,38.9281,0.029916
1348,38.934066666666666,0.029927333333333334
1349,38.94003333333333,0.02993866666666667
1350,38.946,0.02995
1351,38.95196666666667,0.029961333333333333
1352,38.95793333333334,0.02997266666666667
1353,38.9639,0.029984
1354,38.96986666666667,0.029995333333333336
1355,38.975833333333334,0.030006666666666668
1356,38.9818,0.030018
1357,38.987766666666666,0.030029333333333335
1358,38.99373333333333,0.030040666666666667
1359,38.999700000000004,0.030052000000000002
1360,39.00566666666667,0.030063333333333334
1361,39.011633333333336,0.030074666666666666
1362,39.0176,0.030086
1363,39.02356666666667,0.030097333333333334
1364,39.02953333333333,0.03010866666666667
1365,39.0355,0.03012
1366,39.041466666666665,0.030131333333333333
1367,39.04743333333333,0.03014266666666667
1368,39.0534,0.030154
1369,39.05936666666667,0.030165333333333336
1370,39.065333333333335,0.030176666666666668
1371,39.0713,0.030188
1372,39.07726666666667,0.030199333333333335
1373,39.08323333333333,0.030210666666666667
1374,39.0892,0.030222000000000002
1375,39.095166666666664,0.030233333333333334
1376,39.10113333333334,0.030244666666666666
1377,39.1071,0.030256
1378,39.11306666666667,0.030267333333333334
1379,39.119033333333334,0.03027866666666667
1380,39.125,0.03029
1381,39.13055,0.030293666666666667
1382,39.1361,0.030297333333333336
1383,39.14165,0.030301
1384,39.1472,0.030304666666666667
1385,39.15275,0.030308333333333333
1386,39.1583,0.030312000000000002
1387,39.16385,0.030315666666666668
1388,39.1694,0.030319333333333334
1389,39.17495,0.030323
1390,39.1805,0.03032666666666667
1391,39.18605,0.030330333333333334
1392,39.1916,0.030334
1393,39.19715,0.030337666666666666
1394,39.2027,0.030341333333333335
1395,39.20825,0.030345
1396,39.2138,0.030348666666666666
1397,39.21935,0.030352333333333335
1398,39.2249,0.030356
1399,39.23045,0.030359666666666667
1400,39.236,0.030363333333333332
1401,39.24155,0.030367
1402,39.247099999999996,0.030370666666666667
1403,39.25265,0.030374333333333333
1404,39.2582,0.030378
1405,39.26375,0.030381666666666668
1406,39.2693,0.030385333333333334
1407,39.27485,0.030389
1408,39.2804,0.030392666666666665
1409,39.28595,0.030396333333333334
1410,39.2915,0.0304
1411,39.29705,0.030403666666666666
1412,39.3026,0.030407333333333335
1413,39.30815,0.030411
1414,39.3137,0.030414666666666666
1415,39.31925,0.030418333333333332
1416,39.324799999999996,0.030422
1417,39.330349999999996,0.030425666666666667
1418,39.3359,0.030429333333333333
1419,39.34145,0.030432999999999998
1420,39.347,0.030436666666666667
1421,39.35255,0.030440333333333333
1422,39.3581,0.030444
1423,39.36365,0.030447666666666665
1424,39.3692,0.030451333333333334
1425,39.37475,0.030455
1426,39.3803,0.030458666666666665
1427,39.38585,0.030462333333333334
1428,39.3914,0.030466
1429,39.39695,0.030469666666666666
1430,39.402499999999996,0.03047333333333333
1431,39.408049999999996,0.030477
1432,39.413599999999995,0.030480666666666666
1433,39.41915,0.030484333333333332
1434,39.4247,0.030487999999999998
1435,39.43025,0.030491666666666667
1436,39.4358,0.030495333333333333
1437,39.44135,0.030499
1438,39.4469,0.030502666666666664
1439,39.45245,0.030506333333333333
1440,39.458,0.03051
1441,39.46028333333333,0.03051783333333333
1442,39.46256666666667,0.030525666666666666
1443,39.46485,0.030533499999999998
1444,39.46713333333333,0.030541333333333334
1445,39.46941666666667,0.030549166666666665
1446,39.4717,0.030557
1447,39.47398333333333,0.030564833333333333
1448,39.47626666666667,0.030572666666666665
1449,39.47855,0.0305805
1450,39.48083333333333,0.030588333333333332
1451,39.48311666666667,0.030596166666666667
1452,39.4854,0.030604
1453,39.48768333333333,0.03061183333333333
1454,39.48996666666667,0.030619666666666667
1455,39.49225,0.0306275
1456,39.49453333333333,0.030635333333333334
1457,39.49681666666667,0.030643166666666666
1458,39.4991,0.030650999999999998
1459,39.50138333333333,0.030658833333333333
1460,39.50366666666667,0.030666666666666665
1461,39.50595,0.0306745
1462,39.50823333333333,0.030682333333333332
1463,39.51051666666667,0.030690166666666668
1464,39.5128,0.030698
1465,39.51508333333333,0.03070583333333333
1466,39.51736666666667,0.030713666666666667
1467,39.51965,0.0307215
1468,39.52193333333333,0.030729333333333334
1469,39.52421666666667,0.030737166666666666
1470,39.5265,0.030744999999999998
1471,39.52878333333333,0.030752833333333333
1472,39.53106666666667,0.030760666666666665
1473,39.53335,0.0307685
1474,39.53563333333333,0.030776333333333333
1475,39.53791666666667,0.030784166666666668
1476,39.5402,0.030792
1477,39.54248333333333,0.030799833333333332
1478,39.54476666666667,0.030807666666666667
1479,39.54705,0.0308155
1480,39.54933333333333,0.030823333333333335
1481,39.55161666666667,0.030831166666666666
1482,39.5539,0.030839
1483,39.55618333333333,0.030846833333333334
1484,39.55846666666667,0.030854666666666666
1485,39.56075,0.0308625
1486,39.56303333333333,0.030870333333333333
1487,39.56531666666667,0.03087816666666667
1488,39.5676,0.030886
1489,39.56988333333333,0.030893833333333332
1490,39.57216666666667,0.030901666666666668
1491,39.57445,0.0309095
1492,39.57673333333333,0.030917333333333335
1493,39.57901666666667,0.030925166666666667
1494,39.5813,0.030933
1495,39.58358333333333,0.030940833333333334
1496,39.58586666666667,0.030948666666666666
1497,39.58815,0.0309565
1498,39.59043333333333,0.030964333333333333
1499,39.59271666666667,0.03097216666666667
1500,39.595,0.03098
1501,39.60276666666667,0.0309865
1502,39.61053333333333,0.030993
1503,39.6183,0.0309995
1504,39.62606666666667,0.031006000000000002
1505,39.633833333333335,0.031012500000000002
1506,39.6416,0.031019
1507,39.649366666666666,0.0310255
1508,39.657133333333334,0.031032
1509,39.664899999999996,0.0310385
1510,39.672666666666665,0.031045
1511,39.68043333333333,0.0310515
1512,39.6882,0.031058000000000002
1513,39.69596666666666,0.031064500000000002
1514,39.70373333333333,0.031071
1515,39.7115,0.0310775
1516,39.71926666666666,0.031084
1517,39.72703333333333,0.0310905
1518,39.7348,0.031097
1519,39.74256666666667,0.031103500000000003
1520,39.75033333333333,0.031110000000000002
1521,39.7581,0.031116500000000002
1522,39.76586666666667,0.031123
1523,39.77363333333333,0.0311295
1524,39.7814,0.031136
1525,39.78916666666667,0.0311425
1526,39.796933333333335,0.031149
1527,39.8047,0.031155500000000003
1528,39.812466666666666,0.031162000000000002
1529,39.820233333333334,0.031168500000000002
1530,39.828,0.031175
1531,39.835766666666665,0.0311815
1532,39.84353333333333,0.031188
1533,39.8513,0.0311945
1534,39.85906666666666,0.031201000000000003
1535,39.86683333333333,0.031207500000000003
1536,39.8746,0.031214000000000002
1537,39.88236666666667,0.0312205
1538,39.89013333333333,0.031227
1539,39.8979,0.0312335
1540,39.90566666666667,0.03124
1541,39.91343333333333,0.0312465
1542,39.9212,0.031253
1543,39.92896666666667,0.0312595
1544,39.936733333333336,0.031266
1545,39.9445,0.0312725
1546,39.95226666666667,0.031279
1547,39.960033333333335,0.0312855
1548,39.9678,0.031292
1549,39.975566666666666,0.0312985
1550,39.983333333333334,0.031305
1551,39.9911,0.0313115
1552,39.998866666666665,0.031318
1553,40.00663333333333,0.031324500000000005
1554,40.0144,0.031331000000000005
1555,40.022166666666664,0.031337500000000004
1556,40.02993333333333,0.031344000000000004
1557,40.0377,0.0313505
1558,40.04546666666667,0.031357
1559,40.05323333333333,0.0313635
1560,40.061,0.03137
1561,40.06395,0.031377
1562,40.0669,0.031384
1563,40.06985,0.031391
1564,40.0728,0.031398
1565,40.07575,0.031405
1566,40.0787,0.031412
1567,40.08165,0.031419
1568,40.0846,0.031426
1569,40.08755,0.031433
1570,40.0905,0.03144
1571,40.09345,0.031447
1572,40.0964,0.031454
1573,40.09935,0.031461
1574,40.1023,0.031468
1575,40.10525,0.031475
1576,40.1082,0.031482
1577,40.11115,0.031489
1578,40.1141,0.031496
1579,40.11705,0.031503
1580,40.12,0.03151
1581,40.12295,0.031517
1582,40.1259,0.031524
1583,40.12885,0.031531
1584,40.1318,0.031538000000000004
1585,40.13475,0.031545000000000004
1586,40.1377,0.031552000000000004
1587,40.14065,0.031559000000000004
1588,40.1436,0.031566000000000004
1589,40.14655,0.031573000000000004
1590,40.1495,0.03158
1591,40.15245,0.031587
1592,40.1554,0.031594
1593,40.15835,0.031601
1594,40.1613,0.031608
1595,40.16425,0.031615
1596,40.1672,0.031622
1597,40.17015,0.031629
1598,40.1731,0.031636
1599,40.17605,0.031643
1600,40.179,0.03165
1601,40.18195,0.031657
1602,40.1849,0.031664
1603,40.18785,0.031671
1604,40.1908,0.031678
1605,40.19375,0.031685
1606,40.1967,0.031692
1607,40.19965,0.031699
1608,40.2026,0.031706
1609,40.20555,0.031713
1610,40.2085,0.03172
1611,40.21145,0.031727
1612,40.2144,0.031734
1613,40.217349999999996,0.031741
1614,40.2203,0.031748
1615,40.22325,0.031755
1616,40.2262,0.031762
1617,40.22915,0.031769
1618,40.2321,0.031776
1619,40.23505,0.031783
1620,40.238,0.03179
1621,40.24438333333333,0.03179666666666667
1622,40.250766666666664,0.03180333333333333
1623,40.25715,0.03181
1624,40.263533333333335,0.03181666666666667
1625,40.26991666666667,0.031823333333333335
1626,40.2763,0.03183
1627,40.28268333333333,0.031836666666666666
1628,40.28906666666666,0.031843333333333335
1629,40.29545,0.031849999999999996
1630,40.301833333333335,0.031856666666666665
1631,40.30821666666667,0.031863333333333334
1632,40.3146,0.03187
1633,40.32098333333333,0.031876666666666664
1634,40.32736666666667,0.03188333333333333
1635,40.33375,0.03189
1636,40.340133333333334,0.03189666666666666
1637,40.346516666666666,0.03190333333333333
1638,40.3529,0.03191
1639,40.35928333333333,0.03191666666666667
1640,40.36566666666667,0.03192333333333333
1641,40.37205,0.03193
1642,40.378433333333334,0.03193666666666667
1643,40.384816666666666,0.03194333333333333
1644,40.3912,0.03195
1645,40.39758333333334,0.03195666666666667
1646,40.40396666666667,0.03196333333333334
1647,40.41035,0.03197
1648,40.41673333333333,0.03197666666666667
1649,40.423116666666665,0.031983333333333336
1650,40.429500000000004,0.031990000000000005
1651,40.43588333333334,0.031996666666666666
1652,40.44226666666667,0.032003333333333335
1653,40.44865,0.032010000000000004
1654,40.45503333333333,0.032016666666666665
1655,40.461416666666665,0.032023333333333334
1656,40.467800000000004,0.03203
1657,40.474183333333336,0.03203666666666667
1658,40.48056666666667,0.03204333333333333
1659,40.48695,0.03205
1660,40.49333333333333,0.03205666666666667
1661,40.49971666666667,0.03206333333333333
1662,40.5061,0.03207
1663,40.512483333333336,0.03207666666666667
1664,40.51886666666667,0.03208333333333334
1665,40.52525,0.03209
1666,40.53163333333333,0.03209666666666667
1667,40.53801666666667,0.03210333333333334
1668,40.5444,0.03211
1669,40.550783333333335,0.03211666666666667
1670,40.55716666666667,0.03212333333333334
1671,40.56355,0.032130000000000006
1672,40.56993333333334,0.03213666666666667
1673,40.57631666666667,0.032143333333333336
1674,40.5827,0.032150000000000005
1675,40.589083333333335,0.03215666666666667
1676,40.59546666666667,0.032163333333333335
1677,40.60185,0.032170000000000004
1678,40.60823333333334,0.03217666666666667
1679,40.61461666666667,0.032183333333333335
1680,40.621,0.03219
1681,40.63008333333334,0.03219716666666667
1682,40.63916666666667,0.032204333333333335
1683,40.648250000000004,0.032211500000000004
1684,40.657333333333334,0.03221866666666667
1685,40.66641666666667,0.032225833333333335
1686,40.6755,0.032233000000000005
1687,40.684583333333336,0.03224016666666667
1688,40.693666666666665,0.032247333333333336
1689,40.70275,0.032254500000000005
1690,40.71183333333333,0.03226166666666667
1691,40.72091666666667,0.03226883333333334
1692,40.730000000000004,0.032276000000000006
1693,40.73908333333333,0.03228316666666667
1694,40.74816666666667,0.03229033333333334
1695,40.75725,0.03229750000000001
1696,40.766333333333336,0.03230466666666667
1697,40.775416666666665,0.03231183333333334
1698,40.7845,0.032319
1699,40.79358333333333,0.03232616666666667
1700,40.80266666666667,0.03233333333333334
1701,40.81175,0.0323405
1702,40.82083333333333,0.03234766666666667
1703,40.82991666666667,0.03235483333333334
1704,40.839,0.032362
1705,40.848083333333335,0.03236916666666667
1706,40.857166666666664,0.03237633333333333
1707,40.86625,0.0323835
1708,40.87533333333333,0.03239066666666667
1709,40.88441666666667,0.032397833333333334
1710,40.8935,0.032405
1711,40.90258333333333,0.03241216666666667
1712,40.91166666666667,0.032419333333333335
1713,40.92075,0.032426500000000004
1714,40.929833333333335,0.03243366666666667
1715,40.938916666666664,0.032440833333333335
1716,40.948,0.032448000000000005
1717,40.95708333333333,0.03245516666666667
1718,40.966166666666666,0.032462333333333336
1719,40.975249999999996,0.032469500000000005
1720,40.98433333333333,0.03247666666666667
1721,40.99341666666667,0.03248383333333334
1722,41.0025,0.032491000000000006
1723,41.011583333333334,0.03249816666666667
1724,41.02066666666666,0.03250533333333334
1725,41.02975,0.0325125
1726,41.03883333333333,0.03251966666666667
1727,41.047916666666666,0.03252683333333334
1728,41.056999999999995,0.032534
1729,41.06608333333333,0.03254116666666667
1730,41.07516666666666,0.03254833333333334
1731,41.08425,0.0325555
1732,41.093333333333334,0.03256266666666667
1733,41.10241666666666,0.03256983333333334
1734,41.1115,0.032577
1735,41.12058333333333,0.03258416666666667
1736,41.129666666666665,0.03259133333333333
1737,41.138749999999995,0.0325985
1738,41.14783333333333,0.03260566666666667
